Epoch,TrainLoss,ValLoss,TestLoss,ValAcc,TestAcc
1,0.6445077793804679,0.6891508446083413,0.6705314893893597,0.5225225225225225,0.6412556053811659
2,0.641457122007827,0.6953222472388465,0.6393809315869626,0.5225225225225225,0.6412556053811659
3,0.6604495590261453,0.6854604998150388,0.6602463163602512,0.4594594594594595,0.6905829596412556
4,0.6122781011465563,0.6830502426302111,0.6599066583564998,0.5405405405405406,0.672645739910314
5,0.6353623464083377,0.720918836894336,0.6135511489192467,0.5225225225225225,0.6412556053811659
6,0.5983415662370731,0.691786175912565,0.6239697227563559,0.5225225225225225,0.6412556053811659
7,0.6088558601716237,0.8204822304012539,0.6559942955393427,0.5225225225225225,0.6412556053811659
8,0.6035336401518874,0.6846119600373346,0.6393450634896488,0.5765765765765766,0.6233183856502242
9,0.602393341279003,0.6745604378683073,0.634172603955718,0.5945945945945946,0.6278026905829597
10,0.6025693989175511,0.7928488791525901,0.6519486500543329,0.5225225225225225,0.6412556053811659
11,0.6110682106661716,0.6977586552903459,0.6405969211338881,0.5225225225225225,0.6502242152466368
12,0.6334488271862369,0.6915010493080895,0.6237174120184552,0.5045045045045045,0.695067264573991
13,0.603105039778925,0.6855896995948242,0.6354555078686086,0.5225225225225225,0.6412556053811659
14,0.6122102868168104,0.7461779863984735,0.6215759625349344,0.5225225225225225,0.6412556053811659
15,0.6257602233854537,0.6871673829920657,0.6151521617521619,0.5585585585585585,0.6636771300448431
16,0.6216583899625643,0.6884743786072945,0.6083053422615667,0.5495495495495496,0.7130044843049327
17,0.5964166415421579,0.6835647864384694,0.6330058374212462,0.5765765765765766,0.6457399103139013
18,0.6171213209427918,0.7157819818806004,0.6455034602917897,0.5225225225225225,0.6457399103139013
19,0.6063674501278538,0.6983852112615431,0.649635027342313,0.5315315315315315,0.6547085201793722
20,0.6263585441962672,0.7162430270298107,0.6389151210207575,0.5225225225225225,0.6457399103139013
21,0.5956864395546565,0.6908459652651537,0.6069071228728701,0.5675675675675675,0.6995515695067265
22,0.5852555138456004,0.6787745173986968,0.63275755307065,0.5945945945945946,0.6322869955156951
23,0.5698330730903806,0.6955655802477587,0.6100238473426066,0.5315315315315315,0.6816143497757847
24,0.5704722511084463,0.7397988019762812,0.5827460890393621,0.5315315315315315,0.7130044843049327
25,0.6074121011121468,0.6745676763422854,0.6209227167437429,0.5765765765765766,0.6547085201793722
26,0.5976850941894561,0.676694584859384,0.6499516907828806,0.5855855855855856,0.57847533632287
27,0.5885153805713418,0.689328239844726,0.6631003810685846,0.5585585585585585,0.547085201793722
28,0.5942822564707564,0.689436856153849,0.6134510737898103,0.5225225225225225,0.6412556053811659
29,0.5914139528376448,0.706879161499642,0.6042386226589904,0.5225225225225225,0.6457399103139013
30,0.6191517634922795,0.6712447173960574,0.6157995018723834,0.5765765765765766,0.6547085201793722
31,0.6090190572867378,0.6729570901071703,0.6243839675535535,0.5855855855855856,0.6278026905829597
32,0.6219993197475429,0.6866470913629275,0.5971175485662281,0.5945945945945946,0.695067264573991
33,0.6343044019791353,0.6897711829022244,0.6978712621825693,0.5405405405405406,0.47533632286995514
34,0.6302786578075422,0.7019360382277686,0.6010101881262433,0.6126126126126126,0.7040358744394619
35,0.6250520029405909,0.6982647696056882,0.6295927976813551,0.5855855855855856,0.6457399103139013
36,0.6195956217826954,0.6955158007037532,0.6428079019747508,0.5585585585585585,0.6502242152466368
37,0.6074274439779525,0.6745489352458233,0.621510542561655,0.5765765765765766,0.6771300448430493
38,0.5999532384196604,0.6832310154631331,0.6465059393189948,0.5855855855855856,0.6143497757847534
39,0.6114366840994399,0.6985488802463085,0.5889694220282037,0.5495495495495496,0.6905829596412556
40,0.592368351595206,0.6849271429551614,0.6050628781853236,0.6036036036036037,0.6816143497757847
41,0.6106298565194095,0.6781107794057142,0.6167668579939769,0.5675675675675675,0.6457399103139013
42,0.6078011778395945,0.6823240781689549,0.6471543571339594,0.5225225225225225,0.6412556053811659
43,0.61267142495637,0.6939197257832364,0.6415682141021762,0.5225225225225225,0.6412556053811659
44,0.6179171563267574,0.7807712909337636,0.6486002286987989,0.5225225225225225,0.6412556053811659
45,0.609303872684526,0.6822495208130227,0.6127854879661526,0.5855855855855856,0.6457399103139013
46,0.6236124115129692,0.6814497252842328,0.60976793413205,0.5855855855855856,0.7040358744394619
47,0.6254703587568516,0.6837793964523453,0.5948689251202639,0.5945945945945946,0.7219730941704036
48,0.6856156236275243,0.7032466638195622,0.7161704996776154,0.4954954954954955,0.4125560538116592
49,0.632058829102661,0.7032462465870488,0.6442424294125338,0.5315315315315315,0.6188340807174888
50,0.6112993027013386,0.6908824357900534,0.6304286427027441,0.5225225225225225,0.6412556053811659
51,0.6147011380361894,0.6924019590154424,0.6208021819858808,0.5765765765765766,0.6860986547085202
52,0.6013912413063951,0.6683008745983914,0.6655633417480195,0.5855855855855856,0.48878923766816146
53,0.6191940664976868,0.6690884828567505,0.6226140854070005,0.6306306306306306,0.6681614349775785
54,0.6199549773144374,0.7623906285913141,0.6584306359291077,0.5225225225225225,0.6412556053811659
55,0.5964052486071034,0.6654061293816781,0.6360714189674822,0.6036036036036037,0.6233183856502242
56,0.624542253559164,0.6927194251670493,0.6766060590744019,0.5405405405405406,0.57847533632287
57,0.6467146505386945,0.7433502572076814,0.6551140621638619,0.5225225225225225,0.6322869955156951
58,0.6522220445564278,0.7473419034803236,0.6494813104381476,0.5225225225225225,0.6412556053811659
59,0.6385186372243111,0.7109185016907014,0.6461945138704617,0.5225225225225225,0.6457399103139013
60,0.6298064128218137,0.7012689951303843,0.6422868945673442,0.5225225225225225,0.6457399103139013
61,0.649939122162466,0.7079118656682538,0.6379475665733954,0.5225225225225225,0.6457399103139013
62,0.6314575131752092,0.7014631725646354,0.6565217533453698,0.5225225225225225,0.6457399103139013
63,0.605494568600027,0.7016621022611051,0.655069993215826,0.5225225225225225,0.6457399103139013
64,0.6101199273853924,0.7040300347783544,0.6544855237007141,0.5225225225225225,0.6457399103139013
65,0.6474750858592236,0.7040697465071807,0.655062563750776,0.5225225225225225,0.6412556053811659
66,0.6182209482611365,0.700406534177763,0.6556169053898798,0.5225225225225225,0.6457399103139013
67,0.6067878620696953,0.7135587726627384,0.6381632212566153,0.5225225225225225,0.6457399103139013
68,0.6078170490345349,0.6949894213461661,0.6395487400448375,0.5225225225225225,0.6457399103139013
69,0.6184489529232072,0.6984798414213164,0.6527288189917937,0.5225225225225225,0.6457399103139013
70,0.6107846892054357,0.6981061090220202,0.6447523279040384,0.5225225225225225,0.6457399103139013
71,0.6042776700482192,0.6983056573180465,0.6534325675579464,0.5225225225225225,0.6457399103139013
72,0.6042501949218047,0.70034794227497,0.6565062382296062,0.5225225225225225,0.6457399103139013
73,0.6237123621328072,0.701313380722527,0.6578194768974065,0.5225225225225225,0.6412556053811659
74,0.6153307284895829,0.7004978103680654,0.6580391550277915,0.5225225225225225,0.6457399103139013
75,0.617780309694288,0.7030364629384633,0.6561499189902849,0.5225225225225225,0.6412556053811659
76,0.6130369653583779,0.701557971872725,0.6563647712827263,0.5225225225225225,0.6457399103139013
