Epoch,TrainLoss,ValLoss,TestLoss,ValAcc,TestAcc
1,0.6402173590660095,0.8057948398590088,0.6916765284538269,0.56,0.64
2,0.6482685828208923,0.6483911561965943,0.5758337128162384,0.55,0.62
3,0.5877023720741272,2.2239909172058105,1.3870826721191407,0.57,0.68
4,0.6321799278259277,0.6393197584152222,0.5978775119781494,0.58,0.705
5,0.5818049085140228,0.6479688501358032,0.6154689598083496,0.61,0.7
6,0.5984114933013917,0.6517095565795898,0.597335489988327,0.57,0.66
7,0.5665853250026703,0.609813642501831,0.5650861072540283,0.65,0.695
8,0.601102511882782,0.5618954825401307,0.5308300089836121,0.67,0.74
9,0.6037749886512757,0.559762327671051,0.47568451166152953,0.67,0.775
10,0.5677163994312286,0.5848830914497376,0.49275980949401854,0.7,0.775
11,0.5542444145679474,0.5529692268371582,0.5350195527076721,0.68,0.72
12,0.5630831611156464,0.6101847648620605,0.5432150840759278,0.58,0.685
13,0.5676122581958771,0.6435212802886963,0.5278828358650207,0.62,0.725
14,0.5347132551670074,0.6465540075302124,0.4952439856529236,0.6,0.715
15,0.5574653697013855,0.5711905097961426,0.4758920097351074,0.66,0.74
16,0.5450049340724945,0.5898442983627319,0.5047487318515778,0.68,0.735
17,0.5656516015529632,0.5701702427864075,0.4781313621997833,0.67,0.73
18,0.54513707280159,0.5751114463806153,0.5511129832267762,0.71,0.705
19,0.5768818318843841,0.5817603683471679,0.5141756999492645,0.67,0.735
20,0.5520412063598633,0.788799991607666,0.7877468228340149,0.61,0.64
21,0.5924732565879822,0.6932236957550049,0.6043973731994629,0.53,0.675
22,0.5777443897724152,0.6607778739929199,0.559616527557373,0.58,0.7
23,0.58799968957901,0.6382387518882752,0.58083487033844,0.62,0.72
24,0.5334020936489106,0.672017514705658,0.5702384459972382,0.59,0.705
25,0.5382890617847442,0.5827880573272705,0.5079585540294648,0.7,0.765
26,0.5522426187992096,0.5956915044784545,0.5155112600326538,0.66,0.715
27,0.575620882511139,0.6147224426269531,0.6280034613609314,0.65,0.63
28,0.6169093215465545,0.5739603900909424,0.549010853767395,0.65,0.745
29,0.5906717908382416,0.6248963904380799,0.6184445285797119,0.62,0.63
30,0.6070988202095031,0.6177611637115479,0.5521410155296326,0.65,0.72
31,0.5680505657196044,0.5775616669654846,0.5667576456069946,0.66,0.66
32,0.5648504769802094,0.5686827898025513,0.5372033834457397,0.66,0.73
33,0.5567477238178253,0.5894096636772156,0.5401375532150269,0.66,0.69
34,0.5386686956882477,0.5752225494384766,0.5098940634727478,0.68,0.74
35,0.5475482511520385,0.7878231239318848,0.6192380154132843,0.56,0.665
36,0.5192020678520203,0.5751269149780274,0.48990971088409424,0.68,0.755
37,0.5557056272029877,0.5722767782211303,0.516753933429718,0.7,0.76
38,0.532784173488617,0.5726779341697693,0.5181045079231262,0.69,0.77
39,0.5048931121826172,0.575427041053772,0.526900339126587,0.69,0.76
40,0.511608840227127,0.5850834512710571,0.4734249687194824,0.66,0.78
41,0.5155913269519806,0.5976655864715577,0.5552673768997193,0.69,0.735
42,0.49430347442626954,0.5954257464408874,0.4988515591621399,0.7,0.735
43,0.5405884861946106,0.5646876430511475,0.4689223909378052,0.74,0.805
44,0.5218464338779449,0.5932181310653687,0.5002625441551208,0.64,0.755
45,0.4860880494117737,0.5878307247161865,0.48762688279151917,0.67,0.73
46,0.52121896982193,0.6496815228462219,0.6204329645633697,0.5,0.545
47,0.490413624048233,0.5651592755317688,0.5008336961269378,0.74,0.765
48,0.48873849630355837,0.5568997788429261,0.5025965309143067,0.7,0.735
49,0.5202167654037475,0.5610742926597595,0.47199066877365115,0.73,0.785
50,0.4961733710765839,0.5545324945449829,0.5167646932601929,0.68,0.72
51,0.5144201791286469,0.5781543803215027,0.49353317975997923,0.7,0.775
52,0.48758286714553833,0.5645575594902038,0.5347259330749512,0.68,0.74
53,0.4885685801506042,0.5583484601974488,0.5265421056747437,0.68,0.75
54,0.4503555679321289,0.5669508147239685,0.49241883754730226,0.72,0.76
55,0.46083506345748904,0.5488966012001038,0.489166761636734,0.7,0.74
56,0.49186135053634644,0.5715277671813965,0.5415791869163513,0.61,0.72
57,0.5212197208404541,0.6115437293052673,0.5754840731620788,0.66,0.7
