Epoch,TrainLoss,ValLoss,TestLoss,ValAcc,TestAcc
1,1.0931169684727986,1.1011363712946574,1.0936742305755616,0.3933333333333333,0.43
2,1.0497359800338746,1.116185909907023,1.0926034959157307,0.44,0.44333333333333336
3,1.0451075156529746,1.0502447255452474,1.1616627089182536,0.41333333333333333,0.4166666666666667
4,1.033752433458964,1.0769255344072979,1.0817220624287922,0.37333333333333335,0.39666666666666667
5,1.0266747824350992,1.0913062254587809,1.1363865574200949,0.4266666666666667,0.45666666666666667
6,1.0369412644704183,1.042185419400533,1.6552253977457683,0.3933333333333333,0.41333333333333333
7,1.0238953638076782,1.0507194995880127,1.0748266061147054,0.46,0.4866666666666667
8,1.0166147963205974,1.15258864402771,1.853545134862264,0.37333333333333335,0.42333333333333334
9,1.0087047998110454,1.0718505907058715,1.1132123827934266,0.4,0.4166666666666667
10,1.0246394284566243,1.673234739303589,1.6789779917399088,0.36666666666666664,0.39666666666666667
11,1.02440864721934,1.0736306015650432,1.083400650024414,0.43333333333333335,0.3933333333333333
12,1.0200308394432067,1.0712672281265259,1.0928125198682148,0.43333333333333335,0.45666666666666667
13,1.0262660741806031,1.0614302841822307,1.0929230944315593,0.4066666666666667,0.42333333333333334
14,1.0183686765034994,1.042874371210734,1.068995819091797,0.38666666666666666,0.4033333333333333
15,1.0169801712036133,1.0822320326169332,1.0672958278656006,0.46,0.48333333333333334
16,1.0155624103546144,1.0258491627375286,1.0815286827087403,0.47333333333333333,0.4666666666666667
17,1.0190955766042074,1.062098339398702,1.1881898419062296,0.41333333333333333,0.45666666666666667
18,1.0283779573440552,1.0475197839736938,1.1094252999623617,0.3933333333333333,0.42333333333333334
19,1.0211243295669556,1.0892389424641926,1.0806357987721762,0.38666666666666666,0.4533333333333333
20,1.0157604392369588,1.0475207233428956,1.0561360931396484,0.41333333333333333,0.4266666666666667
21,1.0085162758827209,1.0252982552846273,1.0663202873865762,0.41333333333333333,0.4633333333333333
22,1.0177103519439696,1.0521099662780762,1.0752240753173827,0.44,0.4166666666666667
23,1.0135854864120484,1.0388394077618917,1.0526877148946125,0.38666666666666666,0.43
24,1.0106881443659466,1.050145330429077,1.0106443071365356,0.4266666666666667,0.4866666666666667
25,1.0047648509343465,1.0490860811869303,1.0334044535954794,0.44666666666666666,0.49
26,0.9939274183909098,1.0352291440963746,1.0261651198069255,0.44666666666666666,0.44666666666666666
27,1.030246148109436,1.0694703658421834,1.216937141418457,0.4,0.41333333333333333
28,1.0388327995936075,1.0654931100209555,1.0479265411694845,0.4,0.4033333333333333
29,1.0158777332305908,1.0710925324757894,1.1568436574935914,0.41333333333333333,0.43
30,1.002465122540792,1.096461321512858,1.094855655034383,0.37333333333333335,0.4166666666666667
31,1.0158030494054158,1.0425449013710022,1.070392370223999,0.42,0.44
32,1.013880696296692,1.0244273853302002,1.0341251850128175,0.46,0.44666666666666666
33,1.0098216025034588,1.035741964975993,1.0488167508443196,0.42,0.45
34,1.0123095703125,1.05580015818278,1.8634898710250853,0.4666666666666667,0.4866666666666667
35,1.0148373778661093,1.0199222858746846,1.019427097638448,0.42,0.47333333333333333
36,1.010675883293152,1.0362068907419841,1.1296704626083374,0.44,0.4633333333333333
37,1.0044054762522379,1.0320619773864745,1.0532550700505574,0.44,0.44666666666666666
38,0.992659150759379,1.0419250456492106,1.318286639849345,0.44,0.47333333333333333
39,0.986167999903361,1.0159454878171286,1.0385345204671224,0.48,0.46
40,0.9946816738446553,1.0214732360839844,1.0680916102727254,0.4666666666666667,0.49666666666666665
41,0.9868323969841003,1.0130958620707193,1.151414459546407,0.47333333333333333,0.48
42,0.9947672398885091,1.0515933553377788,1.1043220488230387,0.43333333333333335,0.4166666666666667
43,0.9904478693008423,1.0747274287541708,1.1112538909912109,0.43333333333333335,0.4266666666666667
44,0.9962090396881104,1.0493116537729898,1.0385449902216592,0.4533333333333333,0.4866666666666667
45,0.9955310964584351,1.015859150091807,1.030835396448771,0.46,0.4766666666666667
46,0.9996392154693603,1.0411563372612,1.0395787874857585,0.41333333333333333,0.4766666666666667
47,1.0001014359792073,1.0296325254440308,1.0515061100323995,0.4533333333333333,0.4866666666666667
48,1.0130136219660442,1.0487274177869161,1.040005439122518,0.3933333333333333,0.45
49,0.998232388496399,1.0509557620684307,1.0441556056340535,0.41333333333333333,0.46
50,1.0036049024264018,1.0364381472269695,1.0306823825836182,0.42,0.45666666666666667
51,0.990694641272227,1.053183808326721,1.0487845873832702,0.4266666666666667,0.4666666666666667
52,0.9948069206873575,1.0567636140187582,1.0468321323394776,0.4,0.4266666666666667
53,0.9924874337514241,1.1196588770548503,1.1174186086654663,0.38666666666666666,0.38333333333333336
54,1.0016047445933025,1.0500021473566692,1.0356431420644123,0.38,0.43333333333333335
55,1.0084690141677857,1.0542469851175944,1.0355747652053833,0.3933333333333333,0.44333333333333336
56,1.009691481590271,1.0506109801928203,1.0329094394048055,0.42,0.47
57,0.9894213914871216,1.027541734377543,1.0193071174621582,0.48,0.51
58,0.9907209491729736,1.0208329073588054,1.0135926469167074,0.4666666666666667,0.49666666666666665
59,0.9848439757029216,1.0345447810490926,1.0419356981913248,0.46,0.45
60,0.9997604990005493,1.037469081878662,1.031049248377482,0.4,0.43666666666666665
61,0.9992900554339091,1.028431262175242,1.0239186191558838,0.44666666666666666,0.4666666666666667
62,0.9823121929168701,1.0622711245218912,1.0527648385365804,0.44,0.44
63,0.9900739145278931,1.075793985525767,1.0528225008646648,0.36666666666666664,0.45666666666666667
64,0.9857174730300904,1.02487451394399,1.027621905008952,0.46,0.44666666666666666
65,0.9939553276697795,1.0342727486292522,1.0284675375620524,0.46,0.4866666666666667
66,0.9968595679601033,1.0422705666224161,1.0324318321545918,0.42,0.4766666666666667
67,0.9938105217615764,1.0384363301595052,1.0302479076385498,0.4266666666666667,0.4633333333333333
68,1.0107059685389201,1.0729829716682433,1.0627472734451293,0.35333333333333333,0.39666666666666667
69,1.0247329568862915,1.1778519169489543,1.1691252915064494,0.36666666666666664,0.39666666666666667
70,1.0081516329447429,1.0458423296610515,1.031098222732544,0.3933333333333333,0.42333333333333334
71,1.0109010251363117,1.0515331077575683,1.034188027381897,0.3466666666666667,0.4166666666666667
72,0.9987056080500285,1.052756929397583,1.036514565149943,0.38,0.45
73,0.9894406819343566,1.0571782350540162,1.0539218465487161,0.4266666666666667,0.44333333333333336
74,0.9857135589917501,1.0798518021901449,1.0826503054300944,0.41333333333333333,0.3933333333333333
75,0.9867136494318645,1.0260557866096496,1.0291084988911947,0.46,0.4666666666666667
76,0.9793539571762085,1.046249664624532,1.028627192179362,0.4666666666666667,0.47333333333333333
77,1.001731928984324,1.035532865524292,1.0885953330993652,0.46,0.48333333333333334
78,0.9845835383733114,1.0916918071111044,1.0764512570699056,0.36666666666666664,0.36333333333333334
79,1.0001240762074788,1.085171505610148,1.1566642014185589,0.38666666666666666,0.41333333333333333
80,1.0151587422688801,1.05101482629776,1.0472151374816894,0.44,0.41333333333333333
81,1.0182196664810181,1.0456544987360636,1.0356346066792805,0.41333333333333333,0.43
82,1.0055532471338908,1.0399239476521809,1.0289314270019532,0.44,0.4766666666666667
83,1.00287846883138,1.036333786646525,1.0297955624262491,0.43333333333333335,0.45
84,0.992572037378947,1.0496025768915813,1.061883184115092,0.38,0.43333333333333335
85,1.0168965530395508,1.0861498530705769,1.0750708309809367,0.36666666666666664,0.39666666666666667
86,1.009017038345337,1.059249344666799,1.0443611288070678,0.38666666666666666,0.4633333333333333
87,1.0219861412048339,1.057103640238444,1.1905248554547627,0.4,0.44333333333333336
88,0.9936346371968587,1.0598019154866536,1.0544564565022787,0.3933333333333333,0.4533333333333333
89,1.0204306093851725,1.1255591837565104,1.1450566999117533,0.37333333333333335,0.36333333333333334
90,1.0081798458099365,1.05608025709788,1.0430732226371766,0.4066666666666667,0.4533333333333333
91,0.9898269828160604,1.074121052424113,1.0418345467249552,0.38,0.46
92,0.9986730925242107,1.0484973112742106,1.0330269972483317,0.41333333333333333,0.44
93,0.9954577509562175,1.0444308471679689,1.0476352659861248,0.44666666666666666,0.4666666666666667
94,0.9858440192540486,1.0576430130004884,1.0359278559684753,0.44666666666666666,0.47
95,0.9843135635058086,1.0514152145385742,1.0352683146794637,0.4,0.46
96,0.9995209662119547,1.0509381556510926,1.0345663277308146,0.44666666666666666,0.48333333333333334
97,0.9955657323201498,1.0556901518503825,1.0405259704589844,0.38,0.4266666666666667
98,1.0094454463322957,1.0626544284820556,1.044622344970703,0.38,0.44666666666666666
99,0.9999227221806845,1.0449716210365296,1.0337686642011006,0.4,0.43333333333333335
100,1.001769830385844,1.0754824161529541,1.0707576243082682,0.38666666666666666,0.38666666666666666
101,1.0097673877080282,1.0289904435475667,1.0525398317972818,0.4266666666666667,0.41
102,1.0029530715942383,1.0359288199742636,1.041525281270345,0.4266666666666667,0.43
103,0.9960546239217123,1.063601435025533,1.0731542094548543,0.41333333333333333,0.42333333333333334
104,0.9932995430628458,1.0559356419245403,1.039170274734497,0.44666666666666666,0.43333333333333335
105,1.0035563039779662,1.0519955841700237,1.0544365898768107,0.4533333333333333,0.47
106,0.9834590530395508,1.0503355280558269,1.0494553184509277,0.43333333333333335,0.43333333333333335
107,1.002156189282735,1.0425407648086549,1.0372386566797893,0.43333333333333335,0.43333333333333335
108,0.9944971148173014,1.0522338660558064,1.0386659002304077,0.4266666666666667,0.46
109,1.0004576349258423,1.0537217998504638,1.043176868756612,0.43333333333333335,0.4533333333333333
110,0.9854304218292236,1.04827827612559,1.0347050126393635,0.46,0.47333333333333333
111,0.9919092353185018,1.043343381881714,6.6314914782842,0.4266666666666667,0.45
112,0.9831131784121195,1.135974793434143,1.1003129768371582,0.4,0.4166666666666667
113,0.9820475737253825,1.0357952483495076,1.0424518585205078,0.4266666666666667,0.4533333333333333
114,0.978895435333252,1.0303445768356323,1.0338267707824706,0.42,0.4633333333333333
115,0.9715226205190023,1.041634267171224,1.0460612869262695,0.42,0.44
116,0.9884164683024088,1.0353513224919637,1.0278659868240356,0.41333333333333333,0.43666666666666665
117,0.9921262605985006,1.041095455487569,1.032917693456014,0.4533333333333333,0.48
118,0.980212550163269,1.0318729877471924,1.0403541318575542,0.44,0.4533333333333333
119,0.9796661647160848,1.0758017222086589,1.0544912211100261,0.38666666666666666,0.47333333333333333
120,1.00700922648112,1.0473866081237793,1.0697355604171752,0.38666666666666666,0.4066666666666667
121,1.0090477482477824,1.050171979268392,1.9712404608726501,0.35333333333333333,0.41333333333333333
122,1.0047095688184102,1.0447354904810588,1.056575469970703,0.41333333333333333,0.43
123,1.0174408443768819,1.0580971749623616,1.1504768959681193,0.4,0.41
124,1.0343383153279622,1.077288777033488,1.1059854904810587,0.4533333333333333,0.45
125,1.0239141511917114,1.0343923966089885,1.0709058888753256,0.42,0.44
126,1.00686120112737,1.042685073216756,1.0629702226320903,0.42,0.4266666666666667
127,1.0098333628972371,1.044268601735433,1.0371081646283467,0.44,0.4666666666666667
128,0.9828815301259358,1.0403238177299499,1.2347637979189554,0.4066666666666667,0.43333333333333335
129,1.0004794756571451,1.0772063636779785,1.8854097882906595,0.4,0.4
130,1.0046646197636921,1.0413241449991861,1.059862511952718,0.44,0.4266666666666667
131,0.9980204327901204,1.0406805451711019,4.402025087674459,0.4066666666666667,0.43333333333333335
132,0.9986968644460043,1.050217892328898,1.8831708733240764,0.38666666666666666,0.39
133,0.9945433902740478,4.800022409756978,21.48384148279826,0.38,0.4066666666666667
134,0.9973454443613688,1.06081946849823,73.62843951861063,0.4066666666666667,0.4266666666666667
135,1.0060983641942343,1.0495228020350138,1.6991391642888387,0.38,0.38666666666666666
136,1.0057293812433878,1.0758304087320965,12.269706079165141,0.4066666666666667,0.44666666666666666
137,0.9984715517361958,340.46637278556824,148.8304750029246,0.4266666666666667,0.47
138,1.0010336510340372,411.25035835901895,179.0602926270167,0.3933333333333333,0.44666666666666666
139,0.9959540780385335,819.9698986148834,362.50367536703743,0.3933333333333333,0.42333333333333334
140,0.9884680732091268,278.9131443866094,121.61185258944829,0.36666666666666664,0.43333333333333335
141,0.9838850665092468,83.03655166308086,37.577754038174945,0.3333333333333333,0.39666666666666667
142,1.0068938954671225,18.235298749605814,19.651974228223164,0.4266666666666667,0.42
143,1.0155913813908894,1.063296036720276,1.0949629243214924,0.36666666666666664,0.43333333333333335
144,1.0044054118792216,1.0573439772923787,1.0482996145884196,0.43333333333333335,0.48333333333333334
145,0.9865872144699097,45.99752948760986,23.5093629805247,0.4066666666666667,0.43
146,0.9879984347025553,1.056150999069214,1.0621551338831583,0.42,0.44666666666666666
147,0.9990863831837972,36.464435450236,17.42636617819468,0.41333333333333333,0.44
148,0.9894174337387085,2.315694672266642,1.6863428290685019,0.44,0.43
149,1.0014631779988608,1.090499652226766,1.0613849512736002,0.4,0.4533333333333333
150,1.0142292420069376,1.079376891454061,13.210998757680256,0.38666666666666666,0.42
151,1.0467644500732423,1.0447306887308756,1.0543428707122802,0.4666666666666667,0.47
152,1.038333608309428,1.0497830931345622,1.0508786980311076,0.4,0.4266666666666667
153,1.027772873242696,1.0481338278452554,1.0459766991933186,0.41333333333333333,0.43666666666666665
154,1.0150722908973693,1.0520216210683186,1.1895825449625652,0.38,0.44333333333333336
155,1.025473272005717,30.095856897036235,1988.1941222699484,0.44,0.4633333333333333
156,1.029127106666565,1.053766403198242,1.0454952716827393,0.44666666666666666,0.4766666666666667
157,1.0050870672861736,1.0551391172409057,1.039034646352132,0.46,0.4633333333333333
158,0.9952651866277059,1.063348814646403,1.0421842098236085,0.41333333333333333,0.44
159,0.9895516633987427,1.0522536182403563,1.0387278842926024,0.4266666666666667,0.43333333333333335
160,0.9999081349372864,1.0615274572372437,1.031000754038493,0.4066666666666667,0.44666666666666666
161,1.003107221921285,1.055962381362915,1.0405865478515626,0.44666666666666666,0.49666666666666665
162,1.0040745910008748,1.039399995803833,1.0467535161972046,0.42,0.45666666666666667
163,0.9938386782010397,1.0353761053085326,2.7512728349367777,0.44666666666666666,0.48
164,0.9966885534922282,1.0525357166926066,5.731904745101929,0.43333333333333335,0.47333333333333333
165,0.9895064560572306,1.0460205936431886,2.9988069613774617,0.4666666666666667,0.4766666666666667
166,0.9940097745259603,1.0515151453018188,1.5214705085754394,0.44666666666666666,0.48
167,1.0014292033513388,1.036440642674764,1.0651426521937053,0.43333333333333335,0.44
168,0.9929418953259787,1.0332556899388632,1.027732081413269,0.4666666666666667,0.45
169,1.0017171494166057,1.0573430474599201,1.041625501314799,0.4666666666666667,0.4766666666666667
170,0.9930063041051229,1.0485227862993876,1.0398880712191263,0.41333333333333333,0.44666666666666666
171,0.9957920837402344,1.0643483432133993,1.0464765723546345,0.43333333333333335,0.44666666666666666
172,1.011206557750702,1.0557185331980388,1.0585429271062214,0.4266666666666667,0.4266666666666667
173,0.9878623946507772,1.0503008580207824,1.037844254175822,0.4666666666666667,0.46
174,0.9915593298276265,1.0707283544540405,1.0568228562672932,0.44666666666666666,0.44333333333333336
175,1.0104344924290976,1.0698009077707926,1.071458288828532,0.4533333333333333,0.42333333333333334
176,0.9903586419423421,1.034041959444682,1.13710399945577,0.46,0.48
177,0.9923058827718099,1.0625016021728515,3.494126580556234,0.4066666666666667,0.4766666666666667
178,0.9840836636225383,1.0590080753962199,1.534818332195282,0.43333333333333335,0.4533333333333333
179,0.9756754271189372,1.1442264270782472,1.1092407830556235,0.36,0.4066666666666667
180,0.9931396452585856,1.0752117013931275,1.0537313191095987,0.4533333333333333,0.4866666666666667
181,0.9849392906824748,1.0807030804951985,1.0756107378005981,0.36,0.41333333333333333
182,1.0170274225870768,1.09209166208903,1.0598447195688883,0.4266666666666667,0.44
183,0.9886332782109578,1.0412179692586263,1.0474119257926942,0.44666666666666666,0.44666666666666666
184,0.9900429757436117,1.07288552125295,1.0798088804880779,0.42,0.43666666666666665
185,0.9824504653612772,1.086912940343221,1.1204739713668823,0.3933333333333333,0.38666666666666666
186,0.988991204102834,1.1548790995279947,1.1295708060264587,0.3466666666666667,0.4033333333333333
187,0.9974123001098633,1.034391267299652,1.0297899357477824,0.41333333333333333,0.4666666666666667
188,0.9839639043807984,8.696205445925395,5.789344743092855,0.4,0.4533333333333333
